Sub-County Code,Sub-County,County Code,County,District Code,District
405211,MUGUSU,4052,BURAHYA,405,KABAROLE
405212,RUTEETE,4052,BURAHYA,405,KABAROLE
405301,EASTERN DIVISION,4053,FORT PORTAL MUNICIPALITY,405,KABAROLE
405302,SOUTHERN DIVISION,4053,FORT PORTAL MUNICIPALITY,405,KABAROLE
405303,WESTERN  DIVISION,4053,FORT PORTAL MUNICIPALITY,405,KABAROLE
406101,BWERA,4061,BUKONZO,406,KASESE
406102,IHANDIRO,4061,BUKONZO,406,KASESE
406103,ISANGO,4061,BUKONZO,406,KASESE
406104,KARAMBI,4061,BUKONZO,406,KASESE
406105,KISINGA,4061,BUKONZO,406,KASESE
406106,KITHOLHU,4061,BUKONZO,406,KASESE
406107,KYARUMBA,4061,BUKONZO,406,KASESE
406108,KYONDO,4061,BUKONZO,406,KASESE
406109,MAHANGO,4061,BUKONZO,406,KASESE
406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,4061,BUKONZO,406,KASESE
406111,MUKUNYU,4061,BUKONZO,406,KASESE
406112,NYAKATONNZI,4061,BUKONZO,406,KASESE
406113,NYAKIYUMBU,4061,BUKONZO,406,KASESE
406201,BUGOYE,4062,BUSONGORA,406,KASESE
406202,BUHUHIRA,4062,BUSONGORA,406,KASESE
406203,BWESUMBU,4062,BUSONGORA,406,KASESE
406204,HIMA TOWN COUNCIL,4062,BUSONGORA,406,KASESE
406205,KARUSANDARA,4062,BUSONGORA,406,KASESE
406206,KATWE- KABATORO T.C,4062,BUSONGORA,406,KASESE
406207,KILEMBE,4062,BUSONGORA,406,KASESE
406208,KITSWAMBA,4062,BUSONGORA,406,KASESE
406209,KYABARUNGIRA,4062,BUSONGORA,406,KASESE
406210,LAKE KATWE,4062,BUSONGORA,406,KASESE
406211,MALIBA,4062,BUSONGORA,406,KASESE
406212,MUHOKYA,4062,BUSONGORA,406,KASESE
406213,RUKOKI,4062,BUSONGORA,406,KASESE
406301,BULEMBIA  DIVISION,4063,KASESE MUNICIPALITY,406,KASESE
406302,CENTRAL DIVISION,4063,KASESE MUNICIPALITY,406,KASESE
406303,NYAMWAMBA DIVISION,4063,KASESE MUNICIPALITY,406,KASESE
407101,BIREMBO,4071,BUGANGAIZI,407,KIBAALE
407102,BWANSWA,4071,BUGANGAIZI,407,KIBAALE
407103,KAKINDO,4071,BUGANGAIZI,407,KIBAALE
407104,KAKUMIRO TOWN COUNCIL,4071,BUGANGAIZI,407,KIBAALE
407105,KASAMBYA,4071,BUGANGAIZI,407,KIBAALE
407106,KASIITA,4071,BUGANGAIZI,407,KIBAALE
407107,MPASAANA,4071,BUGANGAIZI,407,KIBAALE
407108,NALWEYO,4071,BUGANGAIZI,407,KIBAALE
407109,NKOOKO,4071,BUGANGAIZI,407,KIBAALE
407201,BURORA,4072,BUYAGA,407,KIBAALE
407202,BWIKARA,4072,BUYAGA,407,KIBAALE
407203,KABAMBA,4072,BUYAGA,407,KIBAALE
407204,KAGADI,4072,BUYAGA,407,KIBAALE
407205,KAGADI TC,4072,BUYAGA,407,KIBAALE
407206,KIRYANGA,4072,BUYAGA,407,KIBAALE
407207,KYAKABADIIMA,4072,BUYAGA,407,KIBAALE
407208,KYANAISOKE,4072,BUYAGA,407,KIBAALE
407209,KYATEREKERA,4072,BUYAGA,407,KIBAALE
407210,KYENZIGE,4072,BUYAGA,407,KIBAALE
407211,MABAALE,4072,BUYAGA,407,KIBAALE
407212,MPEEFU,4072,BUYAGA,407,KIBAALE
407213,MUHORRO,4072,BUYAGA,407,KIBAALE
407214,MUHORRO T-COUNCIL,4072,BUYAGA,407,KIBAALE
407215,NDAIGA,4072,BUYAGA,407,KIBAALE
407216,PAACWA,4072,BUYAGA,407,KIBAALE
407217,RUGASHARI,4072,BUYAGA,407,KIBAALE
407218,RUTEETE,4072,BUYAGA,407,KIBAALE
407301,BUBANGO,4073,BUYANJA,407,KIBAALE
407302,BWAMIRAMIRA,4073,BUYANJA,407,KIBAALE
407303,KIBAALE TC,4073,BUYANJA,407,KIBAALE
407304,KYEBANDO,4073,BUYANJA,407,KIBAALE
407305,MATALE,4073,BUYANJA,407,KIBAALE
407306,MUGARAMA,4073,BUYANJA,407,KIBAALE
407307,NYAMARUNDA,4073,BUYANJA,407,KIBAALE
407308,NYAMARWA,4073,BUYANJA,407,KIBAALE
408101,BUKIMBIRI,4081,BUFUMBIRA,408,KISORO
408102,BUSANZA,4081,BUFUMBIRA,408,KISORO
408103,CHAHI,4081,BUFUMBIRA,408,KISORO
408104,KANABA,4081,BUFUMBIRA,408,KISORO
408105,KIRUNDO,4081,BUFUMBIRA,408,KISORO
408106,KISORO TOWN COUNCIL,4081,BUFUMBIRA,408,KISORO
408107,MURAMBA,4081,BUFUMBIRA,408,KISORO
408108,MURORA,4081,BUFUMBIRA,408,KISORO
408109,NYABWISHENYA,4081,BUFUMBIRA,408,KISORO
408110,NYAKABANDE,4081,BUFUMBIRA,408,KISORO
408111,NYAKINAMA,4081,BUFUMBIRA,408,KISORO
408112,NYARUBUYE,4081,BUFUMBIRA,408,KISORO
408113,NYARUSIZA,4081,BUFUMBIRA,408,KISORO
408114,NYUNDO,4081,BUFUMBIRA,408,KISORO
409101,BUDONGO,4091,BUJENJE,409,MASINDI
409102,BWIJANGA,4091,BUJENJE,409,MASINDI
409201,KIMENGO,4092,BURUULI,409,MASINDI
409202,MIIRYA,4092,BURUULI,409,MASINDI
409203,PAKANYI,4092,BURUULI,409,MASINDI
409301,CENTRAL DIVISION,4093,MASINDI MUNICIPALITY,409,MASINDI
409302,KARUJUBU,4093,MASINDI MUNICIPALITY,409,MASINDI
409303,KIGULYA,4093,MASINDI MUNICIPALITY,409,MASINDI
409304,NYANGAHYA,4093,MASINDI MUNICIPALITY,409,MASINDI
410101,BIHARWE,4101,KASHARI,410,MBARARA
410102,BUBAARE,4101,KASHARI,410,MBARARA
410103,BUKIIRO,4101,KASHARI,410,MBARARA
410104,KAGONGI,4101,KASHARI,410,MBARARA
410105,KAKIIKA,4101,KASHARI,410,MBARARA
410106,KASHARE,4101,KASHARI,410,MBARARA
410107,RUBAYA,4101,KASHARI,410,MBARARA
410108,RUBINDI,4101,KASHARI,410,MBARARA
410109,RWANYAMAHEMBE,4101,KASHARI,410,MBARARA
410201,KAKOBA,4102,MBARARA MUNICIPALITY,410,MBARARA
410202,KAMUKUZI,4102,MBARARA MUNICIPALITY,410,MBARARA
410203,NYAMITANGA,4102,MBARARA MUNICIPALITY,410,MBARARA
410301,BUGAMBA,4103,RWAMPARA,410,MBARARA
410302,MWIZI,4103,RWAMPARA,410,MBARARA
410303,NDEIJA,4103,RWAMPARA,410,MBARARA
410304,NYAKAYOJO,4103,RWAMPARA,410,MBARARA
410305,RUGANDO,4103,RWAMPARA,410,MBARARA
411101,BWONGYERA,4111,KAJARA,411,NTUNGAMO
411102,IHUNGA,4111,KAJARA,411,NTUNGAMO
411103,KIBATSI,4111,KAJARA,411,NTUNGAMO
411104,NYABIHOKO,4111,KAJARA,411,NTUNGAMO
411105,RWASHAMAIRE TOWN COUNCIL,4111,KAJARA,411,NTUNGAMO
411201,CENTRAL DIVISION,4112,NTUGAMO MUNICIPALITY,411,NTUNGAMO
411202,EASTERN DIVISION,4112,NTUGAMO MUNICIPALITY,411,NTUNGAMO
411203,WESTERN DIVISION,4112,NTUGAMO MUNICIPALITY,411,NTUNGAMO
411301,ITOJO,4113,RUHAAMA,411,NTUNGAMO
411302,KITWE TOWN COUNCIL,4113,RUHAAMA,411,NTUNGAMO
411303,NTUNGAMO,4113,RUHAAMA,411,NTUNGAMO
411304,NYAKYERA,4113,RUHAAMA,411,NTUNGAMO
411305,RUHAAMA,4113,RUHAAMA,411,NTUNGAMO
411306,RUKONI EAST,4113,RUHAAMA,411,NTUNGAMO
411307,RUKONI WEST,4113,RUHAAMA,411,NTUNGAMO
411308,RWEIKINIRO,4113,RUHAAMA,411,NTUNGAMO
411401,KAYONZA,4114,RUSHENYI,411,NTUNGAMO
411402,NGOMA,4114,RUSHENYI,411,NTUNGAMO
411403,RUBAARE,4114,RUSHENYI,411,NTUNGAMO
411404,RUBAARE TOWN COUNCIL,4114,RUSHENYI,411,NTUNGAMO
411405,RUGARAMA,4114,RUSHENYI,411,NTUNGAMO
412101,BUYANJA,4121,RUBABO,412,RUKUNGIRI
412102,KEBISONI,4121,RUBABO,412,RUKUNGIRI
412103,NYAKISHENYI,4121,RUBABO,412,RUKUNGIRI
412104,NYARUSHANJE,4121,RUBABO,412,RUKUNGIRI
412201,BUGANGARI,4122,RUJUMBURA,412,RUKUNGIRI
412202,BUHUNGA,4122,RUJUMBURA,412,RUKUNGIRI
412203,BWAMBARA,4122,RUJUMBURA,412,RUKUNGIRI
412204,NYAKAGYEME,4122,RUJUMBURA,412,RUKUNGIRI
412205,RUHINDA,4122,RUJUMBURA,412,RUKUNGIRI
412301,EASTERN DIVISION,4123,RUKUNGIRI MUNICIPALITY,412,RUKUNGIRI
412302,SOUTHERN DIVISION,4123,RUKUNGIRI MUNICIPALITY,412,RUKUNGIRI
412303,WESTERN DIVISION,4123,RUKUNGIRI MUNICIPALITY,412,RUKUNGIRI
413101,BIGULI,4131,KIBALE,413,KAMWENGE
413102,BUSIRIBA,4131,KIBALE,413,KAMWENGE
413103,BWIZI,4131,KIBALE,413,KAMWENGE
413104,KABAMBIRO,4131,KIBALE,413,KAMWENGE
413105,KAHUNGE,4131,KIBALE,413,KAMWENGE
413106,KAMWENGE,4131,KIBALE,413,KAMWENGE
413107,KAMWENGE TOWN COUNCIL,4131,KIBALE,413,KAMWENGE
413201,BIHANGA,4132,KITAGWENDA,413,KAMWENGE
413202,BUHANDA,4132,KITAGWENDA,413,KAMWENGE
413203,KANARA,4132,KITAGWENDA,413,KAMWENGE
413204,KICHECHE,4132,KITAGWENDA,413,KAMWENGE
413205,MAHYORO,4132,KITAGWENDA,413,KAMWENGE
413206,NKOMA,4132,KITAGWENDA,413,KAMWENGE
413207,NTARA,4132,KITAGWENDA,413,KAMWENGE
413208,NYABBANI,4132,KITAGWENDA,413,KAMWENGE
414101,BUTOGOTA TOWN COUNCIL,4141,KINKIIZI,414,KANUNGU
414102,KAMBUGA,4141,KINKIIZI,414,KANUNGU
414103,KAMBUGA TOWN COUNCIL,4141,KINKIIZI,414,KANUNGU
414104,KANUNGU TOWN COUNCIL,4141,KINKIIZI,414,KANUNGU
414105,KANYANTOROGO,4141,KINKIIZI,414,KANUNGU
414106,KATETE,4141,KINKIIZI,414,KANUNGU
414107,KAYONZA,4141,KINKIIZI,414,KANUNGU
414108,KIHIIHI,4141,KINKIIZI,414,KANUNGU
414109,KIHIIHI TOWN  COUNCIL,4141,KINKIIZI,414,KANUNGU
414110,KINAABA,4141,KINKIIZI,414,KANUNGU
414111,KIRIMA,4141,KINKIIZI,414,KANUNGU
414112,MPUNGU,4141,KINKIIZI,414,KANUNGU
414113,NYAKINONI,4141,KINKIIZI,414,KANUNGU
414114,NYAMIRAMA,4141,KINKIIZI,414,KANUNGU
414115,NYANGA,4141,KINKIIZI,414,KANUNGU
414116,RUGYEYO,4141,KINKIIZI,414,KANUNGU
414117,RUTENGA,4141,KINKIIZI,414,KANUNGU
415101,BUFUNJO,4151,MWENGE,415,KYENJOJO
415102,BUGAAKI,4151,MWENGE,415,KYENJOJO
415103,BUTIITI,4151,MWENGE,415,KYENJOJO
415104,BUTUNDUZI,4151,MWENGE,415,KYENJOJO
415105,BUTUNDUZI TC,4151,MWENGE,415,KYENJOJO
415106,KATOOKE,4151,MWENGE,415,KYENJOJO
415107,KATOOKE TC,4151,MWENGE,415,KYENJOJO
415108,KIGARAALE,4151,MWENGE,415,KYENJOJO
415109,KIHUURA,4151,MWENGE,415,KYENJOJO
415110,KISOJO,4151,MWENGE,415,KYENJOJO
415111,KYARUSOZI,4151,MWENGE,415,KYENJOJO
415112,KYARUSOZI TC,4151,MWENGE,415,KYENJOJO
415113,KYENJOJO TC,4151,MWENGE,415,KYENJOJO
415114,NYABUHARWA,4151,MWENGE,415,KYENJOJO
415115,NYANKWANZI,4151,MWENGE,415,KYENJOJO
415116,NYANTUNGO,4151,MWENGE,415,KYENJOJO
416101,BIISO,4161,BULIISA,416,BULIISA
416102,BULIISA,4161,BULIISA,416,BULIISA
416103,BULIISA TOWN COUNCIL,4161,BULIISA,416,BULIISA
416104,BUTIABA,4161,BULIISA,416,BULIISA
416105,KIGWERA,4161,BULIISA,416,BULIISA
416106,KIHUNGYA,4161,BULIISA,416,BULIISA
416107,NGWEDO,4161,BULIISA,416,BULIISA
417101,BISHESHE,4171,IBANDA,417,IBANDA
417102,IBANDA TOWN COUNCIL,4171,IBANDA,417,IBANDA
417103,IGORORA TOWN COUNCIL,4171,IBANDA,417,IBANDA
417104,ISHONGORORO,4171,IBANDA,417,IBANDA
417105,ISHONGORORO TC,4171,IBANDA,417,IBANDA
417106,KASHANGURA,4171,IBANDA,417,IBANDA
417107,KEIHANGARA,4171,IBANDA,417,IBANDA
417108,KICUZI,4171,IBANDA,417,IBANDA
417109,KIJONGO,4171,IBANDA,417,IBANDA
417110,KIKYENKYE,4171,IBANDA,417,IBANDA
417111,NSASI,4171,IBANDA,417,IBANDA
417112,NYABUHIKYE,4171,IBANDA,417,IBANDA
417113,NYAMAREBE,4171,IBANDA,417,IBANDA
417114,RUKIRI,4171,IBANDA,417,IBANDA
417115,RUSHANGO TOWN COUNCIL,4171,IBANDA,417,IBANDA
418101,ENDIINZI,4181,BUKANGA,418,ISINGIRO
418102,KASHUMBA,4181,BUKANGA,418,ISINGIRO
418103,MBAARE,4181,BUKANGA,418,ISINGIRO
418104,NGARAMA,4181,BUKANGA,418,ISINGIRO
418105,RUGAAGA,4181,BUKANGA,418,ISINGIRO
418106,RUSHASHA,4181,BUKANGA,418,ISINGIRO
418107,NAKIVALE R_S CAMP,4181,BUKANGA,418,ISINGIRO
418201,BIRERE,4182,ISINGIRO,418,ISINGIRO
418202,ISINGIRO TC,4182,ISINGIRO,418,ISINGIRO
418203,KABEREBERE TC,4182,ISINGIRO,418,ISINGIRO
418204,KABINGO,4182,ISINGIRO,418,ISINGIRO
418205,KABUYANDA,4182,ISINGIRO,418,ISINGIRO
418206,KABUYANDA TC,4182,ISINGIRO,418,ISINGIRO
418207,KIKAGATE,4182,ISINGIRO,418,ISINGIRO
418208,MASHA,4182,ISINGIRO,418,ISINGIRO
418209,NYAKITUNDA,4182,ISINGIRO,418,ISINGIRO
418210,NYAMUYANJA,4182,ISINGIRO,418,ISINGIRO
418211,RUBOROGOTA,4182,ISINGIRO,418,ISINGIRO
418212,ORUCHINGA R_S CAMP,4182,ISINGIRO,418,ISINGIRO
419101,BUREMBA,4191,KAZO,419,KIRUHURA
419102,BURUNGA,4191,KAZO,419,KIRUHURA
419103,ENGARI,4191,KAZO,419,KIRUHURA
419104,KANONI,4191,KAZO,419,KIRUHURA
419105,KAZO,4191,KAZO,419,KIRUHURA
419106,KAZO TC,4191,KAZO,419,KIRUHURA
419107,NKUNGU,4191,KAZO,419,KIRUHURA
419108,RWEMIKOMA,4191,KAZO,419,KIRUHURA
419201,KANYARYERU,4192,NYABUSHOZI,419,KIRUHURA
419202,KASHONGI,4192,NYABUSHOZI,419,KIRUHURA
419203,KENSHUNGA,4192,NYABUSHOZI,419,KIRUHURA
419204,KIKAATSI,4192,NYABUSHOZI,419,KIRUHURA
419205,KINONI,4192,NYABUSHOZI,419,KIRUHURA
419206,KIRUHURA TC,4192,NYABUSHOZI,419,KIRUHURA
419207,KITURA,4192,NYABUSHOZI,419,KIRUHURA
419208,NYAKASHASHARA,4192,NYABUSHOZI,419,KIRUHURA
419209,SANGA,4192,NYABUSHOZI,419,KIRUHURA
419210,SANGA TC,4192,NYABUSHOZI,419,KIRUHURA
420101,BIHANGA,4201,BUHWEJU,420,BUHWEJU
420102,BITSYA,4201,BUHWEJU,420,BUHWEJU
420103,BURERE,4201,BUHWEJU,420,BUHWEJU
420104,ENGAJU,4201,BUHWEJU,420,BUHWEJU
420105,KARUNGU,4201,BUHWEJU,420,BUHWEJU
420106,NSIIKA TC,4201,BUHWEJU,420,BUHWEJU
420107,NYAKISHANA,4201,BUHWEJU,420,BUHWEJU
420108,RWENGWE,4201,BUHWEJU,420,BUHWEJU
421101,BWEYALE TC,4211,KIBANDA,421,KIRYANDONGO
421102,KIGUMBA,4211,KIBANDA,421,KIRYANDONGO
421103,KIGUMBA TC,4211,KIBANDA,421,KIRYANDONGO
421104,KIRYANDONGO,4211,KIBANDA,421,KIRYANDONGO
421105,KIRYANDONGO R_S CAMP,4211,KIBANDA,421,KIRYANDONGO
421106,KIRYANDONGO TC,4211,KIBANDA,421,KIRYANDONGO
421107,MASINDI PORT,4211,KIBANDA,421,KIRYANDONGO
421108,MUTUNDA,4211,KIBANDA,421,KIRYANDONGO
422101,HAPUUYO,4221,KYAKA,422,KYEGEGWA
422102,KABWEZA KYEGEGWA,4221,KYAKA,422,KYEGEGWA
422103,KAKABARA,4221,KYAKA,422,KYEGEGWA
422104,KASULE,4221,KYAKA,422,KYEGEGWA
422105,KYEGEGWA T C,4221,KYAKA,422,KYEGEGWA
422106,MPARA,4221,KYAKA,422,KYEGEGWA
422107,RUYONZA,4221,KYAKA,422,KYEGEGWA
422108,RWENTUHA,4221,KYAKA,422,KYEGEGWA
422109,KYAKA  II  REFUGEE CAMP,4221,KYAKA,422,KYEGEGWA
423101,BITEREKO,4231,RUHINDA,423,MITOOMA
423102,KABIRA,4231,RUHINDA,423,MITOOMA
423103,KANYABWANGA,4231,RUHINDA,423,MITOOMA
423104,KASHENSHERO,4231,RUHINDA,423,MITOOMA
423105,KASHENSHERO TOWN COUNCIL,4231,RUHINDA,423,MITOOMA
423106,KATENGA,4231,RUHINDA,423,MITOOMA
423107,KIYANGA,4231,RUHINDA,423,MITOOMA
423108,MAYANGA,4231,RUHINDA,423,MITOOMA
423109,MITOOMA,4231,RUHINDA,423,MITOOMA
423110,MITOOMA TOWN COUNCIL,4231,RUHINDA,423,MITOOMA
423111,MUTARA,4231,RUHINDA,423,MITOOMA
423112,RUREHE,4231,RUHINDA,423,MITOOMA
424101,BUTUNGAMA,4241,NTOROKO,424,NTOROKO
424102,BWERAMULE,4241,NTOROKO,424,NTOROKO
424103,KANARA,4241,NTOROKO,424,NTOROKO
424104,KANARA TOWN COUNCIL,4241,NTOROKO,424,NTOROKO
424105,KARUGUTU,4241,NTOROKO,424,NTOROKO
424106,KARUGUTU TOWN COUNCIL,4241,NTOROKO,424,NTOROKO
424107,KIBUUKU TOWN COUNCIL,4241,NTOROKO,424,NTOROKO
424108,NOMBE,4241,NTOROKO,424,NTOROKO
424109,RWEBISENGO,4241,NTOROKO,424,NTOROKO
424110,RWEBISENGO TOWN COUNCIL,4241,NTOROKO,424,NTOROKO
425101,KATUNGURU,4251,BUNYARUGURU,425,RUBIRIZI
425102,KICHWAMBA,4251,BUNYARUGURU,425,RUBIRIZI
425103,MAGAMBO,4251,BUNYARUGURU,425,RUBIRIZI
425104,RUBIRIZI TOWN COUNCIL,4251,BUNYARUGURU,425,RUBIRIZI
425105,RUTOTO,4251,BUNYARUGURU,425,RUBIRIZI
425106,RYERU,4251,BUNYARUGURU,425,RUBIRIZI
425201,KATANDA,4252,KATERERA,425,RUBIRIZI
425202,KATERERA,4252,KATERERA,425,RUBIRIZI
425203,KATERERA TOWN COUNCIL,4252,KATERERA,425,RUBIRIZI
425204,KIRUGU,4252,KATERERA,425,RUBIRIZI
425205,KYABAKARA,4252,KATERERA,425,RUBIRIZI
426101,BUGONGI TOWN COUNCIL,4261,SHEEMA,426,SHEEMA
426102,KABWOHE-ITENDERO TC,4261,SHEEMA,426,SHEEMA
426103,KAGANGO,4261,SHEEMA,426,SHEEMA
426104,KASAANA,4261,SHEEMA,426,SHEEMA
426105,KASHOZI  SC,4261,SHEEMA,426,SHEEMA
426106,KIGARAMA,4261,SHEEMA,426,SHEEMA
426107,KITAGATA,4261,SHEEMA,426,SHEEMA
426108,KYANGYENYI,4261,SHEEMA,426,SHEEMA
426109,MASHERUKA,4261,SHEEMA,426,SHEEMA
426110,RUGARAMA SC,4261,SHEEMA,426,SHEEMA
426111,SHEEMA TC,4261,SHEEMA,426,SHEEMA
426112,SHUUKU,4261,SHEEMA,426,SHEEMA
